Landmarks,1973,v1.0,(mm),,,,,
#,Name,Type,X,Y,Z,NX,NY,NZ
1687,Supraoccipital_RIGHT.11.5.2,normal,-1.40E+01,2.52E+00,-1.35E+01,-5.79E-01,1.11E-01,8.08E-01
1688,Supraoccipital_RIGHT.11.5.3,normal,-1.39E+01,2.27E+00,-1.34E+01,-4.13E-01,1.97E-01,8.89E-01
1689,Supraoccipital_RIGHT.11.5.4,normal,-1.38E+01,2.06E+00,-1.35E+01,-8.17E-01,-3.48E-01,4.60E-01
1690,Supraoccipital_RIGHT.11.5.5,normal,-1.38E+01,1.81E+00,-1.35E+01,-4.15E-01,-7.14E-01,5.64E-01
1691,Supraoccipital_RIGHT.11.5.6,normal,-1.37E+01,1.58E+00,-1.36E+01,-5.13E-01,-5.10E-01,6.91E-01
1692,Supraoccipital_RIGHT.11.5.7,normal,-1.36E+01,1.36E+00,-1.37E+01,-5.63E-01,-6.48E-01,5.12E-01
1693,Supraoccipital_RIGHT.11.5.8,normal,-1.34E+01,1.11E+00,-1.39E+01,-2.23E-01,-9.44E-01,2.44E-01
1694,Supraoccipital_RIGHT.11.5.9,normal,-1.34E+01,7.69E-01,-1.39E+01,-8.41E-01,-1.49E-01,5.20E-01
1695,Supraoccipital_RIGHT.11.6.1,normal,-1.41E+01,2.75E+00,-1.35E+01,-4.37E-01,2.20E-01,8.72E-01
1696,Supraoccipital_RIGHT.11.6.2,normal,-1.40E+01,2.53E+00,-1.35E+01,-1.23E-01,2.33E-02,9.92E-01
1697,Supraoccipital_RIGHT.11.6.3,normal,-1.40E+01,2.28E+00,-1.35E+01,-4.21E-01,1.06E-01,9.01E-01
1698,Supraoccipital_RIGHT.11.6.4,normal,-1.40E+01,2.06E+00,-1.35E+01,-3.33E-01,-7.01E-01,6.31E-01
1699,Supraoccipital_RIGHT.11.6.5,normal,-1.39E+01,1.85E+00,-1.36E+01,-4.95E-01,-6.59E-01,5.67E-01
1700,Supraoccipital_RIGHT.11.6.6,normal,-1.38E+01,1.57E+00,-1.37E+01,-2.65E-01,-2.85E-01,9.21E-01
1701,Supraoccipital_RIGHT.11.6.7,normal,-1.37E+01,1.36E+00,-1.38E+01,-5.31E-01,-5.88E-01,6.10E-01
1702,Supraoccipital_RIGHT.11.6.8,normal,-1.36E+01,1.05E+00,-1.39E+01,-4.95E-01,-2.99E-01,8.16E-01
1703,Supraoccipital_RIGHT.11.6.9,normal,-1.35E+01,7.30E-01,-1.40E+01,-5.46E-01,-4.38E-01,7.14E-01
1704,Supraoccipital_RIGHT.11.7.1,normal,-1.42E+01,2.77E+00,-1.35E+01,-1.78E-01,1.20E-01,9.77E-01
1705,Supraoccipital_RIGHT.11.7.2,normal,-1.42E+01,2.52E+00,-1.35E+01,-1.58E-01,-1.23E-02,9.87E-01
1706,Supraoccipital_RIGHT.11.7.3,normal,-1.41E+01,2.28E+00,-1.35E+01,-1.93E-01,6.01E-02,9.79E-01
1707,Supraoccipital_RIGHT.11.7.4,normal,-1.41E+01,2.06E+00,-1.36E+01,-4.96E-01,-2.99E-01,8.15E-01
1708,Supraoccipital_RIGHT.11.7.5,normal,-1.41E+01,1.84E+00,-1.37E+01,-1.72E-01,-4.42E-01,8.80E-01
1709,Supraoccipital_RIGHT.11.7.6,normal,-1.40E+01,1.52E+00,-1.37E+01,-5.06E-01,-5.48E-02,8.61E-01
1710,Supraoccipital_RIGHT.11.7.7,normal,-1.39E+01,1.31E+00,-1.39E+01,1.67E-01,-9.86E-01,8.08E-04
1711,Supraoccipital_RIGHT.11.7.8,normal,-1.37E+01,1.03E+00,-1.40E+01,-6.70E-01,-5.69E-01,4.77E-01
1712,Supraoccipital_RIGHT.11.7.9,normal,-1.36E+01,6.70E-01,-1.41E+01,6.36E-02,-8.89E-01,4.53E-01
1713,Supraoccipital_RIGHT.11.8.1,normal,-1.42E+01,2.78E+00,-1.35E+01,1.28E-01,3.58E-02,9.91E-01
1714,Supraoccipital_RIGHT.11.8.2,normal,-1.43E+01,2.50E+00,-1.35E+01,-1.49E-01,6.23E-03,9.89E-01
1715,Supraoccipital_RIGHT.11.8.3,normal,-1.43E+01,2.27E+00,-1.36E+01,-1.02E-02,-2.47E-01,9.69E-01
1716,Supraoccipital_RIGHT.11.8.4,normal,-1.43E+01,2.06E+00,-1.36E+01,-1.46E-01,-3.55E-01,9.23E-01
1717,Supraoccipital_RIGHT.11.8.5,normal,-1.42E+01,1.81E+00,-1.37E+01,-3.32E-01,-3.25E-01,8.85E-01
1718,Supraoccipital_RIGHT.11.8.6,normal,-1.42E+01,1.55E+00,-1.38E+01,-7.89E-01,-2.74E-01,5.50E-01
1719,Supraoccipital_RIGHT.11.8.7,normal,-1.41E+01,1.22E+00,-1.40E+01,3.61E-01,-9.33E-01,-6.02E-03
1720,Supraoccipital_RIGHT.11.8.8,normal,-1.39E+01,1.01E+00,-1.42E+01,-2.49E-01,-5.28E-01,8.12E-01
1721,Supraoccipital_RIGHT.11.8.9,normal,-1.37E+01,6.24E-01,-1.43E+01,3.56E-01,-7.47E-01,5.61E-01
1722,Supraoccipital_RIGHT.11.9.1,normal,-1.43E+01,2.80E+00,-1.36E+01,-5.25E-01,4.98E-03,8.51E-01
1723,Supraoccipital_RIGHT.11.9.2,normal,-1.44E+01,2.38E+00,-1.36E+01,-6.93E-01,3.70E-02,7.20E-01
1724,Supraoccipital_RIGHT.11.9.3,normal,-1.44E+01,2.18E+00,-1.36E+01,-4.89E-01,-2.24E-01,8.43E-01
1725,Supraoccipital_RIGHT.11.9.4,normal,-1.44E+01,2.04E+00,-1.37E+01,-3.27E-01,-3.10E-01,8.93E-01
1726,Supraoccipital_RIGHT.11.9.5,normal,-1.45E+01,1.85E+00,-1.38E+01,3.94E-01,-5.05E-01,7.68E-01
1727,Supraoccipital_RIGHT.11.9.6,normal,-1.45E+01,1.55E+00,-1.40E+01,2.09E-01,-6.92E-01,6.91E-01
1728,Supraoccipital_RIGHT.11.9.7,normal,-1.44E+01,1.18E+00,-1.41E+01,-3.49E-01,-7.79E-01,5.20E-01
1729,Supraoccipital_RIGHT.11.9.8,normal,-1.41E+01,8.83E-01,-1.43E+01,-8.85E-02,-3.65E-01,9.27E-01
1730,Supraoccipital_RIGHT.11.9.9,normal,-1.38E+01,5.86E-01,-1.43E+01,-5.22E-01,-7.44E-01,4.18E-01
1731,Quadrate_RIGHT.12.1.1,normal,-1.21E+01,1.30E+00,-1.48E+01,-9.28E-01,1.98E-01,-3.15E-01
1732,Quadrate_RIGHT.12.1.2,normal,-1.22E+01,1.23E+00,-1.48E+01,-4.34E-01,-8.88E-01,-1.53E-01
1733,Quadrate_RIGHT.12.1.3,normal,-1.23E+01,1.16E+00,-1.47E+01,-3.66E-01,-8.60E-01,-3.55E-01
1734,Quadrate_RIGHT.12.1.4,normal,-1.24E+01,1.07E+00,-1.47E+01,-6.25E-01,7.05E-02,-7.77E-01
1735,Quadrate_RIGHT.12.1.5,normal,-1.25E+01,1.03E+00,-1.46E+01,-4.42E-01,-9.70E-02,-8.92E-01
1736,Quadrate_RIGHT.12.1.6,normal,-1.26E+01,9.54E-01,-1.46E+01,1.64E-01,6.06E-01,-7.78E-01
1737,Quadrate_RIGHT.12.1.7,normal,-1.28E+01,9.05E-01,-1.46E+01,1.97E-01,6.67E-01,-7.19E-01
1738,Quadrate_RIGHT.12.1.8,normal,-1.29E+01,7.98E-01,-1.46E+01,1.40E-02,9.58E-01,2.85E-01
1739,Quadrate_RIGHT.12.1.9,normal,-1.30E+01,7.48E-01,-1.45E+01,-5.25E-01,6.63E-01,-5.34E-01
1740,Quadrate_RIGHT.12.2.1,normal,-1.22E+01,1.20E+00,-1.48E+01,-3.29E-01,3.43E-01,-8.80E-01
1741,Quadrate_RIGHT.12.2.2,normal,-1.23E+01,1.12E+00,-1.48E+01,-6.59E-01,-5.63E-04,-7.52E-01
1742,Quadrate_RIGHT.12.2.3,normal,-1.23E+01,1.06E+00,-1.47E+01,-5.70E-01,-2.77E-01,-7.73E-01
1743,Quadrate_RIGHT.12.2.4,normal,-1.24E+01,9.94E-01,-1.46E+01,-2.98E-01,-3.93E-01,-8.70E-01
1744,Quadrate_RIGHT.12.2.5,normal,-1.26E+01,9.22E-01,-1.46E+01,2.29E-01,3.94E-01,-8.90E-01
1745,Quadrate_RIGHT.12.2.6,normal,-1.27E+01,8.81E-01,-1.46E+01,1.76E-01,6.13E-01,-7.70E-01
1746,Quadrate_RIGHT.12.2.7,normal,-1.28E+01,8.78E-01,-1.47E+01,8.49E-02,7.36E-01,-6.72E-01
1747,Quadrate_RIGHT.12.2.8,normal,-1.29E+01,7.94E-01,-1.46E+01,-1.77E-01,9.40E-01,2.91E-01
1748,Quadrate_RIGHT.12.2.9,normal,-1.30E+01,7.30E-01,-1.46E+01,-5.82E-01,7.49E-01,3.15E-01
1749,Quadrate_RIGHT.12.3.1,normal,-1.21E+01,1.09E+00,-1.49E+01,-5.40E-01,6.71E-02,-8.39E-01
1750,Quadrate_RIGHT.12.3.2,normal,-1.22E+01,1.02E+00,-1.47E+01,-2.94E-01,-6.10E-01,-7.36E-01
1751,Quadrate_RIGHT.12.3.3,normal,-1.23E+01,9.61E-01,-1.46E+01,-1.32E-01,-8.37E-01,-5.30E-01
1752,Quadrate_RIGHT.12.3.4,normal,-1.25E+01,8.79E-01,-1.46E+01,1.22E-01,1.60E-01,-9.79E-01
1753,Quadrate_RIGHT.12.3.5,normal,-1.26E+01,8.27E-01,-1.47E+01,1.23E-01,4.38E-01,-8.90E-01
1754,Quadrate_RIGHT.12.3.6,normal,-1.28E+01,8.07E-01,-1.47E+01,2.86E-01,3.13E-01,-9.06E-01
1755,Quadrate_RIGHT.12.3.7,normal,-1.29E+01,7.49E-01,-1.46E+01,-3.75E-01,-5.70E-01,-7.31E-01
1756,Quadrate_RIGHT.12.3.8,normal,-1.30E+01,7.84E-01,-1.46E+01,-4.40E-01,7.65E-01,4.71E-01
1757,Quadrate_RIGHT.12.3.9,normal,-1.31E+01,7.02E-01,-1.46E+01,-3.69E-01,7.79E-01,5.08E-01
1758,Quadrate_RIGHT.12.4.1,normal,-1.21E+01,9.72E-01,-1.49E+01,5.77E-01,-5.78E-01,-5.77E-01
1759,Quadrate_RIGHT.12.4.2,normal,-1.23E+01,9.58E-01,-1.46E+01,-3.22E-02,-9.06E-01,-4.22E-01
1760,Quadrate_RIGHT.12.4.3,normal,-1.24E+01,8.51E-01,-1.46E+01,1.85E-01,1.36E-01,-9.73E-01
1761,Quadrate_RIGHT.12.4.4,normal,-1.25E+01,7.70E-01,-1.47E+01,2.90E-01,2.13E-01,-9.33E-01
1762,Quadrate_RIGHT.12.4.5,normal,-1.27E+01,7.25E-01,-1.47E+01,-2.67E-01,-2.30E-01,-9.36E-01
1763,Quadrate_RIGHT.12.4.6,normal,-1.28E+01,6.95E-01,-1.46E+01,-9.95E-02,4.32E-01,-8.96E-01
1764,Quadrate_RIGHT.12.4.7,normal,-1.29E+01,6.75E-01,-1.46E+01,-3.54E-01,4.21E-01,-8.35E-01
1765,Quadrate_RIGHT.12.4.8,normal,-1.30E+01,6.66E-01,-1.46E+01,-1.50E-01,2.42E-01,-9.59E-01
1766,Quadrate_RIGHT.12.4.9,normal,-1.31E+01,6.91E-01,-1.46E+01,-6.46E-01,7.59E-01,-8.00E-02
1767,Quadrate_RIGHT.12.5.1,normal,-1.22E+01,8.45E-01,-1.49E+01,8.83E-02,-6.05E-01,-7.91E-01
1768,Quadrate_RIGHT.12.5.2,normal,-1.23E+01,8.78E-01,-1.45E+01,1.91E-02,-3.42E-01,-9.39E-01
1769,Quadrate_RIGHT.12.5.3,normal,-1.24E+01,7.22E-01,-1.47E+01,7.72E-01,4.47E-01,-4.53E-01
1770,Quadrate_RIGHT.12.5.4,normal,-1.26E+01,6.64E-01,-1.47E+01,-6.61E-01,2.17E-01,-7.18E-01
1771,Quadrate_RIGHT.12.5.5,normal,-1.27E+01,6.29E-01,-1.47E+01,-2.04E-01,2.67E-01,-9.42E-01
1772,Quadrate_RIGHT.12.5.6,normal,-1.28E+01,6.13E-01,-1.47E+01,-1.31E-01,3.73E-01,-9.19E-01
1773,Quadrate_RIGHT.12.5.7,normal,-1.29E+01,6.03E-01,-1.46E+01,-1.33E-01,3.81E-01,-9.15E-01
1774,Quadrate_RIGHT.12.5.8,normal,-1.30E+01,5.94E-01,-1.46E+01,-4.61E-01,3.21E-01,-8.27E-01
1775,Quadrate_RIGHT.12.5.9,normal,-1.31E+01,6.02E-01,-1.46E+01,-1.43E-01,2.68E-01,-9.53E-01
1776,Quadrate_RIGHT.12.6.1,normal,-1.22E+01,7.43E-01,-1.47E+01,-9.65E-01,2.25E-01,-1.33E-01
1777,Quadrate_RIGHT.12.6.2,normal,-1.23E+01,6.78E-01,-1.46E+01,4.16E-01,5.56E-01,-7.20E-01
1778,Quadrate_RIGHT.12.6.3,normal,-1.25E+01,5.93E-01,-1.47E+01,1.49E-01,1.69E-01,-9.74E-01
1779,Quadrate_RIGHT.12.6.4,normal,-1.26E+01,5.59E-01,-1.47E+01,-3.01E-01,3.98E-01,-8.67E-01
1780,Quadrate_RIGHT.12.6.5,normal,-1.27E+01,5.31E-01,-1.47E+01,-2.06E-01,1.26E-01,-9.70E-01
1781,Quadrate_RIGHT.12.6.6,normal,-1.28E+01,5.33E-01,-1.47E+01,-3.80E-01,3.08E-01,-8.72E-01
1782,Quadrate_RIGHT.12.6.7,normal,-1.29E+01,5.37E-01,-1.47E+01,-3.77E-01,2.72E-01,-8.85E-01
1783,Quadrate_RIGHT.12.6.8,normal,-1.30E+01,5.47E-01,-1.46E+01,-3.96E-01,3.72E-01,-8.40E-01
1784,Quadrate_RIGHT.12.6.9,normal,-1.31E+01,5.72E-01,-1.46E+01,7.91E-01,1.27E-01,-5.99E-01
1785,Quadrate_RIGHT.12.7.1,normal,-1.22E+01,5.20E-01,-1.47E+01,-4.81E-01,1.45E-02,-8.77E-01
1786,Quadrate_RIGHT.12.7.2,normal,-1.24E+01,5.04E-01,-1.47E+01,1.59E-01,3.04E-01,-9.39E-01
1787,Quadrate_RIGHT.12.7.3,normal,-1.25E+01,4.77E-01,-1.48E+01,8.63E-02,2.72E-01,-9.58E-01
1788,Quadrate_RIGHT.12.7.4,normal,-1.26E+01,4.58E-01,-1.48E+01,-4.35E-01,1.52E-02,-9.00E-01
1789,Quadrate_RIGHT.12.7.5,normal,-1.27E+01,4.43E-01,-1.47E+01,-2.23E-02,1.67E-01,-9.86E-01
1790,Quadrate_RIGHT.12.7.6,normal,-1.29E+01,4.61E-01,-1.47E+01,-4.06E-01,3.57E-01,-8.42E-01
1791,Quadrate_RIGHT.12.7.7,normal,-1.30E+01,4.84E-01,-1.47E+01,-1.67E-01,3.73E-01,-9.13E-01
1792,Quadrate_RIGHT.12.7.8,normal,-1.31E+01,5.13E-01,-1.46E+01,-3.64E-01,3.10E-01,-8.78E-01
1793,Quadrate_RIGHT.12.7.9,normal,-1.32E+01,5.55E-01,-1.46E+01,3.29E-01,1.30E-03,-9.44E-01
1794,Quadrate_RIGHT.12.8.1,normal,-1.23E+01,3.63E-01,-1.47E+01,-2.92E-01,2.84E-01,-9.13E-01
1795,Quadrate_RIGHT.12.8.2,normal,-1.24E+01,3.71E-01,-1.47E+01,4.46E-01,-3.64E-01,-8.18E-01
1796,Quadrate_RIGHT.12.8.3,normal,-1.25E+01,3.61E-01,-1.48E+01,1.64E-01,-1.78E-01,-9.70E-01
1797,Quadrate_RIGHT.12.8.4,normal,-1.26E+01,3.57E-01,-1.48E+01,2.00E-01,-3.03E-01,-9.32E-01
1798,Quadrate_RIGHT.12.8.5,normal,-1.27E+01,3.53E-01,-1.48E+01,-1.55E-01,7.81E-01,-6.05E-01
1799,Quadrate_RIGHT.12.8.6,normal,-1.29E+01,3.90E-01,-1.47E+01,1.29E-01,2.48E-01,-9.60E-01
1800,Quadrate_RIGHT.12.8.7,normal,-1.30E+01,4.40E-01,-1.47E+01,1.17E-01,2.76E-01,-9.54E-01
1801,Quadrate_RIGHT.12.8.8,normal,-1.31E+01,4.81E-01,-1.46E+01,6.45E-01,-7.08E-01,-2.87E-01
1802,Quadrate_RIGHT.12.8.9,normal,-1.32E+01,5.32E-01,-1.46E+01,3.55E-01,-1.99E-01,-9.13E-01
1803,Quadrate_RIGHT.12.9.1,normal,-1.23E+01,2.29E-01,-1.47E+01,2.79E-01,-2.09E-01,-9.37E-01
1804,Quadrate_RIGHT.12.9.2,normal,-1.24E+01,2.64E-01,-1.47E+01,-9.13E-02,-2.98E-01,-9.50E-01
1805,Quadrate_RIGHT.12.9.3,normal,-1.25E+01,2.62E-01,-1.48E+01,1.82E-01,-3.25E-01,-9.28E-01
1806,Quadrate_RIGHT.12.9.4,normal,-1.26E+01,2.52E-01,-1.48E+01,5.27E-01,1.25E-01,-8.41E-01
1807,Quadrate_RIGHT.12.9.5,normal,-1.27E+01,2.75E-01,-1.48E+01,-2.64E-01,2.46E-01,-9.33E-01
1808,Quadrate_RIGHT.12.9.6,normal,-1.29E+01,3.35E-01,-1.48E+01,-9.94E-02,4.15E-01,-9.05E-01
1809,Quadrate_RIGHT.12.9.7,normal,-1.30E+01,4.23E-01,-1.47E+01,4.53E-02,-8.85E-02,-9.95E-01
1810,Quadrate_RIGHT.12.9.8,normal,-1.31E+01,4.94E-01,-1.46E+01,1.33E-01,3.17E-01,-9.39E-01
1811,Quadrate_RIGHT.12.9.9,normal,-1.32E+01,4.87E-01,-1.46E+01,2.63E-01,7.97E-01,-5.44E-01
1812,Tabular_LEFT.13.1.1,normal,-1.40E+01,3.60E+00,-1.52E+01,-4.42E-01,8.32E-01,-3.35E-01
1813,Tabular_LEFT.13.1.2,normal,-1.39E+01,3.64E+00,-1.52E+01,-4.34E-01,8.01E-01,-4.12E-01
1814,Tabular_LEFT.13.1.3,normal,-1.38E+01,3.71E+00,-1.52E+01,-4.89E-01,7.68E-01,-4.13E-01
1815,Tabular_LEFT.13.1.4,normal,-1.37E+01,3.79E+00,-1.51E+01,-5.84E-01,6.64E-01,-4.67E-01
1816,Tabular_LEFT.13.1.5,normal,-1.37E+01,3.85E+00,-1.51E+01,-7.73E-01,4.44E-01,-4.53E-01
1817,Tabular_LEFT.13.1.6,normal,-1.37E+01,3.89E+00,-1.51E+01,3.82E-02,-6.98E-02,-9.97E-01
1818,Tabular_LEFT.13.1.7,normal,-1.36E+01,3.91E+00,-1.51E+01,-3.45E-01,-1.39E-01,-9.28E-01
1819,Tabular_LEFT.13.1.8,normal,-1.36E+01,3.96E+00,-1.51E+01,-3.02E-01,2.19E-01,-9.28E-01
1820,Tabular_LEFT.13.1.9,normal,-1.36E+01,4.07E+00,-1.51E+01,-6.00E-01,2.36E-02,-8.00E-01
1821,Tabular_LEFT.13.2.1,normal,-1.40E+01,3.58E+00,-1.50E+01,-9.76E-01,2.16E-01,2.31E-02
1822,Tabular_LEFT.13.2.2,normal,-1.39E+01,3.67E+00,-1.51E+01,-5.94E-01,6.74E-01,-4.40E-01
1823,Tabular_LEFT.13.2.3,normal,-1.39E+01,3.74E+00,-1.51E+01,-6.44E-01,6.54E-01,-3.98E-01
1824,Tabular_LEFT.13.2.4,normal,-1.38E+01,3.82E+00,-1.50E+01,-6.98E-01,4.35E-01,-5.68E-01
1825,Tabular_LEFT.13.2.5,normal,-1.38E+01,3.90E+00,-1.50E+01,-5.24E-01,2.05E-01,-8.27E-01
1826,Tabular_LEFT.13.2.6,normal,-1.38E+01,3.96E+00,-1.50E+01,-3.74E-01,7.75E-02,-9.24E-01
1827,Tabular_LEFT.13.2.7,normal,-1.38E+01,4.01E+00,-1.50E+01,-3.18E-01,-1.73E-01,-9.32E-01
1828,Tabular_LEFT.13.2.8,normal,-1.37E+01,4.06E+00,-1.50E+01,-4.32E-01,7.50E-02,-8.99E-01
1829,Tabular_LEFT.13.2.9,normal,-1.38E+01,4.09E+00,-1.50E+01,-3.69E-01,-4.57E-02,-9.28E-01
1830,Tabular_LEFT.13.3.1,normal,-1.41E+01,3.63E+00,-1.49E+01,-5.33E-01,6.37E-01,-5.57E-01
1831,Tabular_LEFT.13.3.2,normal,-1.40E+01,3.69E+00,-1.49E+01,-4.83E-01,7.95E-01,-3.66E-01
1832,Tabular_LEFT.13.3.3,normal,-1.39E+01,3.77E+00,-1.49E+01,-6.91E-01,4.81E-01,-5.40E-01
1833,Tabular_LEFT.13.3.4,normal,-1.39E+01,3.86E+00,-1.49E+01,-8.48E-01,1.72E-01,-5.01E-01
1834,Tabular_LEFT.13.3.5,normal,-1.38E+01,3.95E+00,-1.49E+01,-7.54E-01,4.64E-02,-6.56E-01
1835,Tabular_LEFT.13.3.6,normal,-1.39E+01,4.02E+00,-1.49E+01,-6.64E-01,2.09E-01,-7.18E-01
1836,Tabular_LEFT.13.3.7,normal,-1.39E+01,4.08E+00,-1.49E+01,-7.17E-01,2.47E-01,-6.52E-01
1837,Tabular_LEFT.13.3.8,normal,-1.39E+01,4.15E+00,-1.48E+01,-6.84E-01,1.90E-01,-7.05E-01
1838,Tabular_LEFT.13.3.9,normal,-1.39E+01,4.20E+00,-1.48E+01,-4.40E-01,4.91E-01,-7.52E-01
1839,Tabular_LEFT.13.4.1,normal,-1.41E+01,3.66E+00,-1.48E+01,-5.49E-01,8.08E-01,-2.16E-01
1840,Tabular_LEFT.13.4.2,normal,-1.40E+01,3.72E+00,-1.48E+01,-5.30E-01,4.84E-01,-6.96E-01
1841,Tabular_LEFT.13.4.3,normal,-1.40E+01,3.80E+00,-1.48E+01,-5.10E-01,3.19E-01,-7.99E-01
1842,Tabular_LEFT.13.4.4,normal,-1.39E+01,3.89E+00,-1.48E+01,-7.88E-01,7.26E-02,-6.11E-01
1843,Tabular_LEFT.13.4.5,normal,-1.40E+01,3.97E+00,-1.48E+01,-8.35E-01,-8.90E-02,-5.43E-01
1844,Tabular_LEFT.13.4.6,normal,-1.40E+01,4.06E+00,-1.48E+01,-7.11E-01,6.74E-02,-7.00E-01
1845,Tabular_LEFT.13.4.7,normal,-1.40E+01,4.14E+00,-1.48E+01,-6.46E-01,1.33E-01,-7.52E-01
1846,Tabular_LEFT.13.4.8,normal,-1.41E+01,4.22E+00,-1.47E+01,-6.36E-01,1.38E-01,-7.59E-01
1847,Tabular_LEFT.13.4.9,normal,-1.41E+01,4.30E+00,-1.47E+01,-2.23E-01,3.18E-01,-9.22E-01
1848,Tabular_LEFT.13.5.1,normal,-1.41E+01,3.65E+00,-1.46E+01,-8.74E-01,4.85E-01,1.84E-02
1849,Tabular_LEFT.13.5.2,normal,-1.41E+01,3.73E+00,-1.46E+01,-9.37E-01,3.02E-01,-1.78E-01
1850,Tabular_LEFT.13.5.3,normal,-1.40E+01,3.82E+00,-1.46E+01,-9.70E-01,1.11E-01,-2.18E-01
1851,Tabular_LEFT.13.5.4,normal,-1.40E+01,3.91E+00,-1.47E+01,-8.13E-01,-5.66E-01,-1.36E-01
1852,Tabular_LEFT.13.5.5,normal,-1.40E+01,3.99E+00,-1.47E+01,-8.16E-01,-2.54E-01,-5.19E-01
1853,Tabular_LEFT.13.5.6,normal,-1.41E+01,4.07E+00,-1.47E+01,-8.78E-01,-2.85E-01,-3.84E-01
1854,Tabular_LEFT.13.5.7,normal,-1.41E+01,4.16E+00,-1.47E+01,-8.32E-01,-2.22E-01,-5.08E-01
1855,Tabular_LEFT.13.5.8,normal,-1.42E+01,4.26E+00,-1.46E+01,-7.79E-01,-1.84E-01,-5.99E-01
1856,Tabular_LEFT.13.5.9,normal,-1.42E+01,4.36E+00,-1.45E+01,-6.83E-01,3.86E-01,-6.19E-01
1857,Tabular_LEFT.13.6.1,normal,-1.42E+01,3.66E+00,-1.44E+01,-8.79E-01,-4.76E-01,-3.11E-02
1858,Tabular_LEFT.13.6.2,normal,-1.42E+01,3.75E+00,-1.45E+01,-8.53E-01,2.74E-01,-4.45E-01
1859,Tabular_LEFT.13.6.3,normal,-1.40E+01,3.82E+00,-1.45E+01,-7.76E-01,5.53E-01,-3.03E-01
1860,Tabular_LEFT.13.6.4,normal,-1.40E+01,3.93E+00,-1.45E+01,-3.80E-01,-8.52E-01,3.62E-01
1861,Tabular_LEFT.13.6.5,normal,-1.41E+01,3.99E+00,-1.45E+01,-6.84E-01,-7.10E-01,1.67E-01
1862,Tabular_LEFT.13.6.6,normal,-1.41E+01,4.07E+00,-1.45E+01,-8.56E-01,-4.90E-01,-1.66E-01
1863,Tabular_LEFT.13.6.7,normal,-1.42E+01,4.17E+00,-1.45E+01,-7.95E-01,-6.06E-01,-2.92E-02
1864,Tabular_LEFT.13.6.8,normal,-1.42E+01,4.26E+00,-1.45E+01,-7.82E-01,-5.33E-01,-3.22E-01
1865,Tabular_LEFT.13.6.9,normal,-1.43E+01,4.35E+00,-1.44E+01,-4.87E-01,6.96E-01,-5.27E-01
1866,Tabular_LEFT.13.7.1,normal,-1.42E+01,3.68E+00,-1.42E+01,-9.47E-01,3.20E-01,-2.69E-02
1867,Tabular_LEFT.13.7.2,normal,-1.42E+01,3.76E+00,-1.43E+01,-9.51E-01,1.60E-01,-2.64E-01
1868,Tabular_LEFT.13.7.3,normal,-1.42E+01,3.83E+00,-1.43E+01,-6.12E-01,6.99E-01,-3.71E-01
1869,Tabular_LEFT.13.7.4,normal,-1.39E+01,3.88E+00,-1.43E+01,-6.20E-01,-6.31E-01,-4.67E-01
1870,Tabular_LEFT.13.7.5,normal,-1.40E+01,3.97E+00,-1.43E+01,-5.83E-01,-7.23E-01,-3.71E-01
1871,Tabular_LEFT.13.7.6,normal,-1.41E+01,4.05E+00,-1.43E+01,-7.00E-01,-6.40E-01,-3.17E-01
1872,Tabular_LEFT.13.7.7,normal,-1.42E+01,4.14E+00,-1.43E+01,-9.93E-01,8.55E-02,-8.34E-02
1873,Tabular_LEFT.13.7.8,normal,-1.43E+01,4.25E+00,-1.43E+01,-7.25E-01,-5.82E-01,-3.69E-01
1874,Tabular_LEFT.13.7.9,normal,-1.44E+01,4.31E+00,-1.43E+01,-9.58E-01,2.43E-01,-1.53E-01
1875,Tabular_LEFT.13.8.1,normal,-1.43E+01,3.69E+00,-1.40E+01,-5.84E-01,-6.80E-01,-4.43E-01
1876,Tabular_LEFT.13.8.2,normal,-1.43E+01,3.77E+00,-1.41E+01,-9.45E-01,2.59E-01,-1.99E-01
1877,Tabular_LEFT.13.8.3,normal,-1.43E+01,3.84E+00,-1.41E+01,-9.00E-01,3.60E-01,-2.47E-01
1878,Tabular_LEFT.13.8.4,normal,-1.42E+01,3.90E+00,-1.41E+01,-8.15E-01,4.84E-01,-3.19E-01
1879,Tabular_LEFT.13.8.5,normal,-1.42E+01,3.97E+00,-1.41E+01,-8.70E-01,-5.64E-02,-4.90E-01
1880,Tabular_LEFT.13.8.6,normal,-1.42E+01,4.03E+00,-1.41E+01,-8.61E-01,-1.36E-02,-5.09E-01
1881,Tabular_LEFT.13.8.7,normal,-1.42E+01,4.10E+00,-1.41E+01,-5.59E-01,-4.39E-01,-7.03E-01
1882,Tabular_LEFT.13.8.8,normal,-1.44E+01,4.21E+00,-1.41E+01,-9.10E-01,-4.14E-01,-1.49E-02
1883,Tabular_LEFT.13.8.9,normal,-1.44E+01,4.25E+00,-1.41E+01,-9.80E-01,-1.53E-01,-1.30E-01
1884,Tabular_LEFT.13.9.1,normal,-1.44E+01,3.72E+00,-1.38E+01,-9.60E-01,1.73E-01,-2.21E-01
1885,Tabular_LEFT.13.9.2,normal,-1.44E+01,3.78E+00,-1.38E+01,-9.33E-01,3.57E-01,-4.41E-02
1886,Tabular_LEFT.13.9.3,normal,-1.43E+01,3.83E+00,-1.38E+01,-8.56E-01,5.16E-01,3.87E-02
